GeneA	GeneB	label	PRODE_NICE	Diff_Gene_Eff	source	context_status
BRCA2	STMN1	SL	-1.97430930680773	-0.641409452108005	Isogenic Screens	LOF
BRCA2	TPSAB1	SL	-1.56708611010499	0.255513565236819	Isogenic Screens	LOF
BRCA2	TYK2	SL	-1.20078375048003	0.00420884078751828	Isogenic Screens	LOF
BRCA2	WEE1	SL	-4.192905143106	-1.04126864895599	Isogenic Screens	LOF
CDH1	BRCA1	SL	-2.47056402353594	0.359466577981691	Isogenic Screens	LOF
CDH1	CDK9	SL	-3.26758597525096	-0.885862831833221	Isogenic Screens	LOF
CDH1	MAP2K1	SL	-2.00224417474481	-0.208003077562569	Isogenic Screens	LOF
CDH1	MET	SL	-1.53061443381288	0.320770477593227	Isogenic Screens	LOF
CDH1	MYC	SL	-2.57466142443163	-0.363579126988128	Isogenic Screens	LOF
CDKN2A	ABCB1	SL	-2.17075717455318	-0.0707076200246851	Isogenic Screens	LOF
CDKN2A	ABCC10	SL	-1.29704106782365	0.51364366209006	Isogenic Screens	LOF
CDKN2A	CDA	SL	-0.537938215575739	1.56809058415179	Isogenic Screens	LOF
CDKN2A	CMPK1	SL	-2.25598382047699	-0.145030724031849	Isogenic Screens	LOF
CDKN2A	DCK	SL	-1.32620315214005	0.797237817539576	Isogenic Screens	LOF
CDKN2A	IGF1R	SL	-2.50986412243466	-0.403932058931017	Isogenic Screens	LOF
CDKN2A	NAE1	SL	-1.75751017438725	0.617535942606612	Isogenic Screens	LOF
CDKN2A	RRM1	SL	-3.29994320263498	0.295158989408455	Isogenic Screens	LOF
CDKN2A	RRM2	SL	-2.92819386941242	0.380028959113514	Isogenic Screens	LOF
CDKN2A	SLC28A1	SL	-0.444709000242064	1.11596433723195	Isogenic Screens	LOF
CDKN2A	SLC29A1	SL	-1.64679896226923	0.255833639556065	Isogenic Screens	LOF
CDKN2A	SLC29A2	SL	-2.22721580300608	-0.549181032777247	Isogenic Screens	LOF
CDKN2A	TYMS	SL	-3.29666144806421	0.0169217767337332	Isogenic Screens	LOF
EP300	NAE1	SL	-2.26076016678254	-0.391239579906006	Isogenic Screens	LOF
GATA3	RRM2	SL	-2.86527702522441	-0.153744335364247	Isogenic Screens	LOF
GATA3	WEE1	SL	-2.01928865897221	0.0700910311818407	Isogenic Screens	LOF
KMT2D	BRD4	SL	-3.24020868013476	-0.275313059899467	Isogenic Screens	LOF
KMT2D	CDK9	SL	-2.93511573899406	-0.192649972563024	Isogenic Screens	LOF
KMT2D	CHEK1	SL	-5.75738641390084	-1.16201857377166	Isogenic Screens	LOF
PTEN	BRD4	SL	-1.79699372597478	0.731408678304435	Isogenic Screens	LOF
PTEN	CHEK1	SL	-3.65018188067447	-0.00500521080922417	Isogenic Screens	LOF
PTEN	MTOR	SL	-2.77064696182144	-0.568963335692266	Isogenic Screens	LOF
PTEN	MYC	SL	-2.22824810143992	-0.214526862232711	Isogenic Screens	LOF
PTEN	NAE1	SL	-2.84885265002977	-0.172463480083659	Isogenic Screens	LOF
PTEN	VHL	SL	-2.37882032495927	0.0524523974999018	Isogenic Screens	LOF
RUNX1	BRCA1	SL	-2.63285119784861	0.078375122343412	Isogenic Screens	LOF
RUNX1	CDK9	SL	-1.69916858745345	0.855484314183549	Isogenic Screens	LOF
SMAD4	ABCB1	SL	-3.71679000683593	-0.90001017541346	Isogenic Screens	LOF
SMAD4	ABCC10	SL	-2.12854543545701	-0.140218224468438	Isogenic Screens	LOF
SMAD4	CDK9	SL	-2.38250420315227	-0.0743590221661834	Isogenic Screens	LOF
SMAD4	CMPK1	SL	-1.78985821850687	0.335922533595858	Isogenic Screens	LOF
SMAD4	MET	SL	-2.07106433299351	0.0174365692457115	Isogenic Screens	LOF
SMAD4	MTOR	SL	-1.69536690374124	0.841140991112698	Isogenic Screens	LOF
SMAD4	RRM1	SL	-3.76854620173227	-0.145025785586981	Isogenic Screens	LOF
SMAD4	SLC29A1	SL	-1.35435639346123	-0.250216666871611	Isogenic Screens	LOF
SMAD4	SLC29A2	SL	-1.36094863242351	0.281600423112956	Isogenic Screens	LOF
SMAD4	TYMS	SL	-3.56300782791646	0.00858140963993943	Isogenic Screens	LOF
SMAD4	WEE1	SL	-1.68507590099058	0.18300684182748	Isogenic Screens	LOF
TNFAIP3	NAE1	SL	-0.974241792704301	0.77301760436533	Isogenic Screens	LOF
TP53	NAE1	SL	-2.38102604497275	-0.165288532617654	Isogenic Screens	LOF
ATM	BPIFA3	not SL	-1.98337413932574	-0.0953374576297537	Isogenic Screens	LOF
ATM	CCT8L2	not SL	-1.79020068237167	0.72703616962066	Isogenic Screens	LOF
ATM	DRD3	not SL	-3.02389052966454	-0.316122999584814	Isogenic Screens	LOF
ATM	KRTAP13-4	not SL	-4.87238183618954	-3.13718104733913	Isogenic Screens	LOF
ATM	LRIT1	not SL	-2.19247938935568	-0.16389938225484	Isogenic Screens	LOF
ATM	MMP27	not SL	-0.964323289813281	0.778648431971791	Isogenic Screens	LOF
ATM	MS4A5	not SL	-1.93792576144175	-0.171803884156355	Isogenic Screens	LOF
ATM	NPHS2	not SL	-1.95985331075857	-0.19723937633056	Isogenic Screens	LOF
ATM	NPVF	not SL	-0.607039656750634	0.955643366170905	Isogenic Screens	LOF
ATM	POM121L12	not SL	-1.14701801012009	0.233691358255588	Isogenic Screens	LOF
ATM	TAAR2	not SL	-1.2793129849052	0.0853056843407042	Isogenic Screens	LOF
ATM	VN1R4	not SL	-2.58226096764687	-0.27036686267679	Isogenic Screens	LOF
BRCA2	ADAM30	not SL	-1.45795862768562	0.257729422037292	Isogenic Screens	LOF
BRCA2	ASB17	not SL	-0.666601383498228	0.802568521734527	Isogenic Screens	LOF
BRCA2	CCT8L2	not SL	-1.66359339101287	0.790635658156982	Isogenic Screens	LOF
BRCA2	GML	not SL	-2.31344081186817	0.0324206552766996	Isogenic Screens	LOF
BRCA2	IFNA16	not SL	-0.81297879907835	0.112032129587313	Isogenic Screens	LOF
BRCA2	LRIT1	not SL	-1.483262918536	0.749920131985803	Isogenic Screens	LOF
BRCA2	NANOGNB	not SL	-1.40292120920026	0.739599371250592	Isogenic Screens	LOF
BRCA2	NPHS2	not SL	-2.1419125259567	-0.0401415471413247	Isogenic Screens	LOF
BRCA2	SCN10A	not SL	-1.90855749655374	0.07566646234415	Isogenic Screens	LOF
BRCA2	SLC22A6	not SL	-1.75946563717366	-0.178598143534543	Isogenic Screens	LOF
BRCA2	TAAR2	not SL	-0.879204351819864	0.540380736922668	Isogenic Screens	LOF
BRCA2	TAS1R2	not SL	-2.21158557171391	-0.388766732163068	Isogenic Screens	LOF
CDH1	DEFB118	not SL	-0.885435749021903	0.505814481239725	Isogenic Screens	LOF
CDH1	KRT26	not SL	-1.41731228402455	0.0666557592237856	Isogenic Screens	LOF
CDH1	RNASE12	not SL	-1.23071655385765	0.352679861185191	Isogenic Screens	LOF
CDH1	TBC1D21	not SL	-1.23404179485816	0.806447732405204	Isogenic Screens	LOF
CDKN2A	ASB17	not SL	-2.00627486643195	0.0857437642180474	Isogenic Screens	LOF
CDKN2A	DRD3	not SL	-0.836960420820537	0.940730148052195	Isogenic Screens	LOF
CDKN2A	FAM71B	not SL	-1.51324716580295	0.603430266661413	Isogenic Screens	LOF
CDKN2A	GML	not SL	-2.12894859494655	0.0945283033134752	Isogenic Screens	LOF
CDKN2A	HTR3D	not SL	-1.11926337347181	0.859500009717623	Isogenic Screens	LOF
CDKN2A	IL25	not SL	-0.107199900028042	1.71974408424727	Isogenic Screens	LOF
CDKN2A	TAS1R2	not SL	-0.956562932793801	0.767429488046865	Isogenic Screens	LOF
CDKN2A	TPD52L3	not SL	-1.09372846715562	0.646229498800991	Isogenic Screens	LOF
GATA3	TAAR2	not SL	-1.48164849657219	0.0426806675065872	Isogenic Screens	LOF
KMT2D	LYZL6	not SL	-1.57414042117629	0.00617613024541496	Isogenic Screens	LOF
PTEN	CHRNB3	not SL	-1.80757326518524	0.0765231102368702	Isogenic Screens	LOF
PTEN	GLT6D1	not SL	-2.17061053702899	-0.366127809271526	Isogenic Screens	LOF
PTEN	SPACA1	not SL	-1.26519842544933	0.984640197260732	Isogenic Screens	LOF
SMAD4	CHRNB3	not SL	-1.2308517463281	0.173042363284092	Isogenic Screens	LOF
SMAD4	GPR31	not SL	-0.594149926535669	0.648074572163007	Isogenic Screens	LOF
SMAD4	HTR3D	not SL	-1.76161934299006	-0.178649769974609	Isogenic Screens	LOF
SMAD4	IL3	not SL	-1.79795895431122	1.02171838813538	Isogenic Screens	LOF
SMAD4	MS4A5	not SL	-0.699259437714104	0.931835169266899	Isogenic Screens	LOF
SMAD4	NANOGNB	not SL	-3.2181889390664	-0.765175158463147	Isogenic Screens	LOF
SMAD4	RNASE9	not SL	-1.65820181955129	0.139272259573146	Isogenic Screens	LOF
TNFAIP3	NPHS2	not SL	-1.85227615933923	0.030225986846771	Isogenic Screens	LOF
TP53	VN1R4	not SL	-1.19448352169061	0.298693313679963	Isogenic Screens	LOF
