GeneA	GeneB	label	diff_Gene_Effect	PRODE_NICE	MUFFINN_sum	MUFFINN_max	RWR	NetSig
CDH1	MET	SL	0.320770477593227	-1.53061443381288	0.581541845815418	0.521836705218367	0.536853685368537	0.80408489
CDH1	MYC	SL	-0.363579126988128	-2.57466142443163	0.387705673877057	0.387305713873057	0.33993399339934	0.729936788888889
CDKN2A	ABCB1	SL	-0.0707076200246851	-2.17075717455318	0.460662267106623	0.515781755157818	0.43976897689769	0.592990333333333
CDKN2A	ABCC10	SL	0.51364366209006	-1.29704106782365	0.592424090924241	0.585624770856248	0.577557755775578	0.4478855
CDKN2A	CDA	SL	1.56809058415179	-0.537938215575739	0.82996700329967	0.755774422557744	0.821782178217821	0.593906
CDKN2A	CMPK1	SL	-0.145030724031849	-2.25598382047699	0.401951471519515	0.391719161417192	0.41006600660066	0.507908833333333
CDKN2A	DCK	SL	0.797237817539576	-1.32620315214005	0.675265806752658	0.69386394693864	0.704620462046205	0.429903333333333
CDKN2A	IGF1R	SL	-0.403932058931017	-2.50986412243466	0.30683598306836	0.307885878078859	0.273927392739274	0.669247425
CDKN2A	NAE1	SL	0.617535942606612	-1.75751017438725	0.628578808785788	0.547220277972203	0.621287128712871	0.704462166666667
CDKN2A	RRM1	SL	0.295158989408455	-3.29994320263498	0.460245642102457	0.475427457254275	0.495049504950495	0.341824833333333
CDKN2A	RRM2	SL	0.380028959113514	-2.92819386941242	0.525480785254808	0.482401759824018	0.537953795379538	0.374292434166667
CDKN2A	SLC28A1	SL	1.11596433723195	-0.444709000242064	0.768073192680732	0.623437656234376	0.782178217821782	0.717283
CDKN2A	SLC29A1	SL	0.255833639556065	-1.64679896226923	0.498625137486252	0.430069493050695	0.48019801980198	0.5730520125
CDKN2A	SLC29A2	SL	-0.549181032777247	-2.22721580300608	0.290362630403626	0.296845315468453	0.271452145214522	0.581002416666667
CDKN2A	TYMS	SL	0.0169217767337332	-3.29666144806421	0.380986901309869	0.399968336499683	0.425742574257426	0.305194842583333
EP300	NAE1	SL	-0.391239579906006	-2.26076016678254	0.277997200279972	0.26067393260674	0.292079207920792	0.58741275
GATA3	RRM2	SL	-0.153744335364247	-2.86527702522441	0.393760623937606	0.400068326500683	0.399339933993399	0.499667008333333
GATA3	WEE1	SL	0.0700910311818407	-2.01928865897221	0.486676332366763	0.48368496483685	0.471122112211221	0.59898425
KMT2D	BRD4	SL	-0.275313059899467	-3.24020868013476	0.326100723261007	0.497233609972336	0.328382838283828	0.200299683333333
KMT2D	CDK9	SL	-0.192649972563024	-2.93511573899406	0.495833749958337	0.531580175315802	0.508250825082508	0.39793535
KMT2D	CHEK1	SL	-1.16201857377166	-5.75738641390084	0.195247141952471	0.244608872446089	0.249174917491749	0.267565850166667
PTEN	BRD4	SL	0.731408678304435	-1.79699372597478	0.593090690930907	0.434073259340733	0.610561056105611	0.513819516666667
PTEN	CHEK1	SL	-0.00500521080922417	-3.65018188067447	0.330750258307503	0.490667599906676	0.414191419141914	0.2888778335
PTEN	MTOR	SL	-0.568963335692266	-2.77064696182144	0.285988067859881	0.205037829550378	0.244224422442244	0.543456666666667
PTEN	MYC	SL	-0.214526862232711	-2.22824810143992	0.359097423590974	0.28713795287138	0.407590759075908	0.484016
PTEN	NAE1	SL	-0.172463480083659	-2.84885265002977	0.40339299403393	0.306319368063194	0.384488448844885	0.497502501666667
PTEN	VHL	SL	0.0524523974999018	-2.37882032495927	0.4665200146652	0.538912775389128	0.488448844884488	0.532634018333333
RUNX1	BRCA1	SL	0.078375122343412	-2.63285119784861	0.428307169283072	0.375562443755625	0.428217821782178	0.540959025
RUNX1	CDK9	SL	0.855484314183549	-1.69916858745345	0.627412258774123	0.587266273372663	0.641089108910891	0.44230775
SMAD4	ABCB1	SL	-0.90001017541346	-3.71679000683593	0.399126753991268	0.304402893044029	0.356435643564357	0.364968333333333
SMAD4	ABCC10	SL	-0.140218224468438	-2.12854543545701	0.394227243942273	0.533413325334133	0.336633663366337	0.598734666666667
SMAD4	CDK9	SL	-0.0743590221661834	-2.38250420315227	0.378595473785955	0.394160583941606	0.396039603960396	0.266067
SMAD4	CMPK1	SL	0.335922533595858	-1.78985821850687	0.526847315268473	0.609805686098057	0.485148514851485	0.507159333333333
SMAD4	MET	SL	0.0174365692457115	-2.07106433299351	0.497750224977502	0.542412425424124	0.481848184818482	0.403596333333333
SMAD4	MTOR	SL	0.841140991112698	-1.69536690374124	0.722494417224944	0.678298836782989	0.712871287128713	0.541458333333333
SMAD4	RRM1	SL	-0.145025785586981	-3.76854620173227	0.37622904376229	0.282305102823051	0.425742574257426	0.339993366666667
SMAD4	SLC29A1	SL	-0.250216666871611	-1.35435639346123	0.360663933606639	0.767923207679232	0.306930693069307	0.626374
SMAD4	SLC29A2	SL	0.281600423112956	-1.36094863242351	0.488517814885178	0.493950604939506	0.481848184818482	0.560106666666667
SMAD4	TYMS	SL	0.00858140963993943	-3.56300782791646	0.380095323800953	0.346398693463987	0.415841584158416	0.325674333666667
SMAD4	WEE1	SL	0.18300684182748	-1.68507590099058	0.496250374962504	0.473752624737526	0.508250825082508	0.6193807
TNFAIP3	NAE1	SL	0.77301760436533	-0.974241792704301	0.66366696663667	0.654767856547679	0.587458745874587	0.685647666666667
TP53	NAE1	SL	-0.165288532617654	-2.38102604497275	0.392390172747431	0.381044248516325	0.394874781595807	0.49239
ATM	BPIFA3	not-SL	-0.0953374576297537	-1.98337413932574	0.460553944605539	0.547345265473453	0.467821782178218	0.527722
ATM	CCT8L2	not-SL	0.72703616962066	-1.79020068237167	0.437481251874813	0.671382861713829	0.631188118811881	0.2507490025
ATM	DRD3	not-SL	-0.316122999584814	-3.02389052966454	0.35036496350365	0.456554344565543	0.386138613861386	0.003996
ATM	KRTAP13-4	not-SL	-3.13718104733913	-4.87238183618954	0.0185981401859814	0.0180981901809819	0.0297029702970297	0.835165
ATM	LRIT1	not-SL	-0.16389938225484	-2.19247938935568	0.422457754224578	0.52977202279772	0.425742574257426	0.4935065
ATM	MMP27	not-SL	0.778648431971791	-0.964323289813281	0.711828817118288	0.512148785121488	0.702970297029703	0.623377
ATM	MS4A5	not-SL	-0.171803884156355	-1.93792576144175	0.432881711828817	0.422907709229077	0.462871287128713	0.538961
ATM	NPHS2	not-SL	-0.19723937633056	-1.95985331075857	0.400984901509849	0.454904509549045	0.450495049504951	0.343406525
ATM	NPVF	not-SL	0.955643366170905	-0.607039656750634	0.767523247675233	0.540845915408459	0.831683168316832	0.805195
ATM	POM121L12	not-SL	0.233691358255588	-1.14701801012009	0.453254674532547	0.322967703229677	0.455445544554455	0.326673
ATM	TAAR2	not-SL	0.0853056843407042	-1.2793129849052	0.4499800019998	0.481901809819018	0.495049504950495	0.62162825
ATM	VN1R4	not-SL	-0.27036686267679	-2.58226096764687	0.373637636236376	0.386436356364364	0.378712871287129	0.37987
BRCA2	ADAM30	not-SL	0.257729422037292	-1.45795862768562	0.463020364630204	0.661667166616672	0.452145214521452	0.744922
BRCA2	ASB17	not-SL	0.802568521734527	-0.666601383498228	0.673832616738326	0.739776022397761	0.683168316831683	0.965035
BRCA2	CCT8L2	not-SL	0.790635658156982	-1.66359339101287	0.546378695463787	0.572942705729427	0.696369636963696	0.146520033333333
BRCA2	GML	not-SL	0.0324206552766996	-2.31344081186817	0.580275305802753	0.643335666433357	0.412541254125412	0.166167
BRCA2	IFNA16	not-SL	0.112032129587313	-0.81297879907835	0.524747525247475	0.630736926307369	0.544554455445545	0.934066
BRCA2	LRIT1	not-SL	0.749920131985803	-1.483262918536	0.596573675965737	0.494650534946505	0.617161716171617	0.508824666666667
BRCA2	NANOGNB	not-SL	0.739599371250592	-1.40292120920026	0.639169416391694	0.741559177415592	0.666666666666667	0.338328336666667
BRCA2	NPHS2	not-SL	-0.0401415471413247	-2.1419125259567	0.4335899743359	0.371896143718961	0.356435643564356	0.464868666666667
BRCA2	SCN10A	not-SL	0.07566646234415	-1.90855749655374	0.532496750324968	0.554544545545446	0.534653465346535	0.7197805
BRCA2	SLC22A6	not-SL	-0.178598143534543	-1.75946563717366	0.362163783621638	0.188181181881812	0.356435643564356	0.312687
BRCA2	TAAR2	not-SL	0.540380736922668	-0.879204351819864	0.632703396327034	0.581175215811752	0.653465346534653	0.68365
BRCA2	TAS1R2	not-SL	-0.388766732163068	-2.21158557171391	0.380028663800287	0.455354464553545	0.363036303630363	0.704962
CDH1	DEFB118	not-SL	0.505814481239725	-0.885435749021903	0.674175439598897	0.665047780936192	0.654879773691655	0.657628142857143
CDH1	KRT26	not-SL	0.0666557592237856	-1.41731228402455	0.514223577642236	0.396260373962604	0.438118811881188	0.86988025
CDH1	RNASE12	not-SL	0.352679861185191	-1.23071655385765	0.516948305169483	0.42965703429657	0.594059405940594	0.458541
CDH1	TBC1D21	not-SL	0.806447732405204	-1.23404179485816	0.718503149685032	0.698380161983802	0.71039603960396	0.35664325
CDKN2A	ASB17	not-SL	0.0857437642180474	-2.00627486643195	0.449455054494551	0.541383361663834	0.471534653465347	0.5616882625
CDKN2A	DRD3	not-SL	0.940730148052195	-0.836960420820537	0.721687831216879	0.620807919208079	0.692079207920792	0.88771231
CDKN2A	FAM71B	not-SL	0.603430266661413	-1.51324716580295	0.617120106171201	0.627564516275645	0.613861386138614	0.454363818181818
CDKN2A	GML	not-SL	0.0945283033134752	-2.12894859494655	0.488701129887011	0.446147051961471	0.456270627062706	0.379786675
CDKN2A	HTR3D	not-SL	0.859500009717623	-1.11926337347181	0.656584341565844	0.604664533546645	0.636138613861386	0.55744275
CDKN2A	IL25	not-SL	1.71974408424727	-0.107199900028042	0.924507549245076	0.991900809919008	0.930693069306931	0.997003
CDKN2A	TAS1R2	not-SL	0.767429488046865	-0.956562932793801	0.659367396593674	0.581508515815085	0.593234323432343	0.858641416666667
CDKN2A	TPD52L3	not-SL	0.646229498800991	-1.09372846715562	0.618195323324811	0.669575899552902	0.595473833097595	0.496075571428571
GATA3	TAAR2	not-SL	0.0426806675065872	-1.48164849657219	0.508232510082325	0.477535579775356	0.455445544554456	0.790209833333333
KMT2D	LYZL6	not-SL	0.00617613024541496	-1.57414042117629	0.415978402159784	0.424877512248775	0.435643564356436	0.519081
PTEN	CHRNB3	not-SL	0.0765231102368702	-1.80757326518524	0.455204479552045	0.756524347565243	0.420792079207921	0.3156845
PTEN	GLT6D1	not-SL	-0.366127809271526	-2.17061053702899	0.358389161083892	0.347415258474152	0.351485148514852	0.41533475
PTEN	SPACA1	not-SL	0.984640197260732	-1.26519842544933	0.717508249175082	0.581041895810419	0.700990099009901	0.51568442
SMAD4	CHRNB3	not-SL	0.173042363284092	-1.2308517463281	0.495300469953005	0.393010698930107	0.450495049504951	0.534965
SMAD4	GPR31	not-SL	0.648074572163007	-0.594149926535669	0.887711228877112	0.63003699630037	0.811881188118812	0.988012
SMAD4	HTR3D	not-SL	-0.178649769974609	-1.76161934299006	0.336166383361664	0.335266473352665	0.326732673267327	0.495504
SMAD4	IL3	not-SL	1.02171838813538	-1.79795895431122	0.666600006666	0.736259707362597	0.693069306930693	0.2650684
SMAD4	MS4A5	not-SL	0.931835169266899	-0.699259437714104	0.758790787587908	0.646368696463687	0.749174917491749	0.740593
SMAD4	NANOGNB	not-SL	-0.765175158463147	-3.2181889390664	0.251774822517748	0.27997200279972	0.183168316831683	0.4275725
SMAD4	RNASE9	not-SL	0.139272259573146	-1.65820181955129	0.488884444888844	0.285404792854048	0.504950495049505	0.514485666666667
TNFAIP3	NPHS2	not-SL	0.030225986846771	-1.85227615933923	0.43652301436523	0.461153884611539	0.445544554455446	0.500832666666667
TP53	VN1R4	not-SL	0.298693313679963	-1.19448352169061	0.553399205533992	0.554399105543991	0.551755175517552	0.602488363636364
